Province,Year_BE,ICD_Code,Disease_Group_TH,Disease_Group_EN,Total_Patients,Total_Visits,Civil_Servant_Patients,Civil_Servant_Visits,Social_Security_Patients,Social_Security_Visits,Universal_Coverage_Patients,Universal_Coverage_Visits,Foreigner_Patients,Foreigner_Visits,Other_Scheme_Patients,Other_Scheme_Visits
ยโสธร,2567,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,52,125,6,16,1,1,44,106,0,0,2,2
ยโสธร,2567,F84,โรคออติสติก,Autism_Spectrum_Disorder,304,1036,12,37,9,21,285,973,0,0,5,5
ยโสธร,2567,F90,โรคสมาธิสั้น,ADHD,1224,4636,69,261,42,51,1145,4309,0,0,12,15
ยโสธร,2567,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,1281,4763,72,267,42,51,1198,4429,0,0,13,16
ยโสธร,2567,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,13,43,1,6,1,6,11,31,0,0,0,0
ยโสธร,2567,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,214,256,13,17,18,24,176,208,0,0,7,7
ยโสธร,2568,F00-F03,โรคสมองเสื่อม,Dementia,489,1302,103,318,19,32,371,948,0,0,1,4
ยโสธร,2568,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,1158,2829,166,466,29,55,966,2296,0,0,8,12
ยโสธร,2568,F10,เสพสุรา,Alcohol_Substance_Use,2097,5386,121,279,158,349,1810,4707,0,0,40,51
ยโสธร,2568,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,6022,20356,225,527,528,2111,5347,17602,0,0,86,116
ยโสธร,2568,F17,เสพบุหรี่,Tobacco_Substance_Use,1469,3047,92,161,89,298,1287,2568,0,0,14,20
ยโสธร,2568,F20,โรคจิตเภท,Schizophrenia,4026,21935,75,342,127,447,3864,20987,0,0,54,159
ยโสธร,2568,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,5619,27664,113,455,188,557,5351,26445,0,0,96,207
ยโสธร,2568,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,3114,11440,181,573,167,474,2792,10304,2,4,40,85
ยโสธร,2568,F31,ไบโพล่า,Bipolar_Disorder,200,754,20,65,14,60,167,624,0,0,2,5
ยโสธร,2568,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,2932,10679,162,508,154,414,2641,9673,2,4,38,80
ยโสธร,2568,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,2662,7965,288,851,146,360,2233,6719,1,1,24,34
ยโสธร,2568,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,2200,5127,345,784,100,153,1766,4177,1,1,9,12
ยโสธร,2568,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,58,118,2,7,4,4,52,107,0,0,0,0
ยโสธร,2568,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,1101,3269,41,93,62,142,1001,3018,2,7,7,9
ยโสธร,2568,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,614,1655,28,62,17,24,573,1567,0,0,2,2
ยโสธร,2568,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,66,128,6,22,9,12,51,94,0,0,0,0
ยโสธร,2568,F84,โรคออติสติก,Autism_Spectrum_Disorder,407,1228,15,27,3,5,391,1195,0,0,1,1
ยโสธร,2568,F90,โรคสมาธิสั้น,ADHD,1320,5332,65,250,38,48,1247,5031,0,0,2,3
ยโสธร,2568,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,1399,5469,69,257,39,49,1321,5159,0,0,3,4
ยโสธร,2568,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,6,21,1,4,1,3,5,14,0,0,0,0
ยโสธร,2568,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,167,184,8,8,12,12,141,158,0,0,6,6
ยโสธร,2569,F00-F03,โรคสมองเสื่อม,Dementia,381,840,87,192,12,15,284,631,0,0,1,2
ยโสธร,2569,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,905,1919,132,282,24,31,752,1599,0,0,4,7
ยโสธร,2569,F10,เสพสุรา,Alcohol_Substance_Use,1781,3556,90,188,123,208,1575,3142,0,0,16,18
ยโสธร,2569,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,4863,13310,180,345,327,947,4412,11940,0,0,51,78
ยโสธร,2569,F17,เสพบุหรี่,Tobacco_Substance_Use,1297,1774,96,114,75,129,1134,1521,0,0,10,10
ยโสธร,2569,F20,โรคจิตเภท,Schizophrenia,3446,13042,69,216,83,242,3318,12529,0,0,19,55
ยโสธร,2569,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,4628,16290,96,298,117,304,4432,15607,0,0,43,81
ยโสธร,2569,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,2514,6877,152,380,127,285,2238,6165,2,4,25,43
ยโสธร,2569,F31,ไบโพล่า,Bipolar_Disorder,147,414,15,40,14,33,117,338,0,0,1,3
ยโสธร,2569,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,2374,6478,137,340,113,252,2128,5842,2,4,24,40
ยโสธร,2569,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,2061,4884,236,538,121,246,1716,4082,0,0,9,18
ยโสธร,2569,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,1461,3048,222,432,48,71,1193,2537,1,1,5,7
ยโสธร,2569,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,48,133,3,7,1,1,44,124,0,0,1,1
ยโสธร,2569,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,936,2168,33,77,47,77,862,2006,0,0,3,8
ยโสธร,2569,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,446,1062,18,33,4,4,425,1021,0,0,4,4
ยโสธร,2569,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,39,76,4,7,0,0,35,69,0,0,0,0
ยโสธร,2569,F84,โรคออติสติก,Autism_Spectrum_Disorder,322,820,10,21,3,3,310,794,0,0,2,2
ยโสธร,2569,F90,โรคสมาธิสั้น,ADHD,1062,3128,61,152,4,6,994,2964,0,0,4,6
ยโสธร,2569,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,1133,3257,73,172,4,6,1053,3073,0,0,4,6
ยโสธร,2569,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,8,16,1,2,1,1,7,13,0,0,0,0
ยโสธร,2569,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,103,117,4,4,7,7,90,103,0,0,3,3
ศรีสะเกษ,2565,F00-F03,โรคสมองเสื่อม,Dementia,1138,3459,271,861,12,27,807,2342,2,7,115,222
ศรีสะเกษ,2565,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,2549,7147,426,1230,30,68,1989,5410,3,8,255,431
ศรีสะเกษ,2565,F10,เสพสุรา,Alcohol_Substance_Use,7760,17534,328,712,377,808,6162,13748,3,3,1486,2263
ศรีสะเกษ,2565,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,12381,33497,406,912,514,1181,10017,26553,5,9,2550,4842
ศรีสะเกษ,2565,F17,เสพบุหรี่,Tobacco_Substance_Use,1655,3257,90,169,64,119,1281,2475,0,0,350,494
ศรีสะเกษ,2565,F20,โรคจิตเภท,Schizophrenia,9563,42861,228,872,254,944,8684,38255,0,0,1556,2790
ศรีสะเกษ,2565,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,14323,61232,381,1295,436,1499,12769,53732,1,2,2555,4704
ศรีสะเกษ,2565,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,7744,26157,602,1813,353,974,6272,20421,2,7,1543,2942
ศรีสะเกษ,2565,F31,ไบโพล่า,Bipolar_Disorder,472,1655,34,123,31,90,374,1262,1,5,93,175
ศรีสะเกษ,2565,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,7255,24407,568,1685,323,884,5880,19082,1,2,1445,2754
ศรีสะเกษ,2565,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,15377,28449,1467,2875,686,1207,12395,22220,6,18,1447,2129
ศรีสะเกษ,2565,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,4391,7711,608,1233,178,279,3376,5662,2,3,360,534
ศรีสะเกษ,2565,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,305,872,14,37,1,3,227,746,0,0,70,86
ศรีสะเกษ,2565,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,754,2189,13,35,10,29,697,1998,0,0,94,127
ศรีสะเกษ,2565,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,839,2203,40,100,1,1,760,2005,0,0,80,97
ศรีสะเกษ,2565,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,213,395,5,6,0,0,202,374,0,0,11,15
ศรีสะเกษ,2565,F84,โรคออติสติก,Autism_Spectrum_Disorder,445,1346,23,77,1,1,398,1210,0,0,48,58
ศรีสะเกษ,2565,F90,โรคสมาธิสั้น,ADHD,2523,6532,123,288,1,1,2292,5847,0,0,269,396
ศรีสะเกษ,2565,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,2649,6806,133,312,5,7,2393,6065,0,0,288,422
ศรีสะเกษ,2565,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,25,82,0,0,1,2,25,77,0,0,2,3
ศรีสะเกษ,2565,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,594,684,36,46,82,84,390,457,0,0,90,97
ศรีสะเกษ,2566,F00-F03,โรคสมองเสื่อม,Dementia,1191,3398,266,840,10,29,865,2324,0,0,100,205
ศรีสะเกษ,2566,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,2529,6718,423,1211,46,113,1971,5052,0,0,176,342
ศรีสะเกษ,2566,F10,เสพสุรา,Alcohol_Substance_Use,6128,13901,335,743,323,625,5080,11386,0,0,638,1147
ศรีสะเกษ,2566,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,9877,24687,428,946,460,905,8350,20892,0,0,1128,1944
ศรีสะเกษ,2566,F17,เสพบุหรี่,Tobacco_Substance_Use,2314,3784,149,236,126,157,1980,3254,0,0,105,137
ศรีสะเกษ,2566,F20,โรคจิตเภท,Schizophrenia,8230,36303,211,749,205,717,7622,33717,0,0,589,1120
ศรีสะเกษ,2566,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,12027,50765,322,1086,327,1024,10998,46685,1,1,1019,1969
ศรีสะเกษ,2566,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,7164,21527,569,1673,347,957,5875,17313,1,2,849,1582
ศรีสะเกษ,2566,F31,ไบโพล่า,Bipolar_Disorder,453,1525,35,128,33,88,354,1204,1,2,64,103
ศรีสะเกษ,2566,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,6708,19913,533,1535,315,867,5517,16033,0,0,785,1478
ศรีสะเกษ,2566,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,14247,25529,1328,2698,647,1110,11700,20353,8,11,895,1357
ศรีสะเกษ,2566,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,4366,7288,556,1076,155,230,3483,5601,1,2,239,379
ศรีสะเกษ,2566,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,316,1036,19,62,5,10,255,903,0,0,42,61
ศรีสะเกษ,2566,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,610,1599,8,23,4,5,585,1524,0,0,38,47
ศรีสะเกษ,2566,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,969,2660,43,127,1,1,899,2436,0,0,63,96
ศรีสะเกษ,2566,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,173,323,6,10,1,1,158,297,0,0,12,15
ศรีสะเกษ,2566,F84,โรคออติสติก,Autism_Spectrum_Disorder,505,1602,26,89,0,0,468,1458,0,0,34,55
ศรีสะเกษ,2566,F90,โรคสมาธิสั้น,ADHD,1965,5292,121,298,2,2,1805,4831,0,0,102,161
ศรีสะเกษ,2566,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,2069,5492,129,316,5,5,1892,5000,0,0,109,171
ศรีสะเกษ,2566,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,31,88,0,0,1,2,29,85,0,0,1,1
ศรีสะเกษ,2566,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,546,662,29,39,36,36,425,523,0,0,60,64
ศรีสะเกษ,2567,F00-F03,โรคสมองเสื่อม,Dementia,1270,3684,299,1016,20,46,940,2580,0,0,38,42
ศรีสะเกษ,2567,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,2745,7589,485,1513,64,150,2179,5854,0,0,63,72
ศรีสะเกษ,2567,F10,เสพสุรา,Alcohol_Substance_Use,6308,15547,366,949,433,821,5309,13160,1,1,353,616
ศรีสะเกษ,2567,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,10698,29204,470,1228,633,1283,9149,24949,2,2,812,1742
ศรีสะเกษ,2567,F17,เสพบุหรี่,Tobacco_Substance_Use,2275,4534,107,237,188,268,1876,3785,1,1,133,243
ศรีสะเกษ,2567,F20,โรคจิตเภท,Schizophrenia,8920,43838,227,946,367,1109,8374,41073,0,0,370,710
ศรีสะเกษ,2567,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,13667,61538,375,1389,614,1695,12642,57084,1,3,741,1367
ศรีสะเกษ,2567,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,7842,26043,668,2207,485,1407,6593,21580,1,3,457,846
ศรีสะเกษ,2567,F31,ไบโพล่า,Bipolar_Disorder,462,1671,39,152,42,140,379,1344,1,3,19,32
ศรีสะเกษ,2567,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,7363,24257,629,2044,443,1263,6195,20138,0,0,437,812
ศรีสะเกษ,2567,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,15433,27289,1563,3199,802,1444,12859,22020,11,16,461,610
ศรีสะเกษ,2567,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,5176,8590,698,1342,204,327,4151,6661,3,3,211,257
ศรีสะเกษ,2567,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,348,1180,11,43,10,17,276,1027,0,0,55,93
ศรีสะเกษ,2567,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,731,1957,13,29,9,17,707,1898,0,0,13,13
ศรีสะเกษ,2567,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,1066,3188,66,199,18,25,991,2935,0,0,23,29
ศรีสะเกษ,2567,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,150,305,7,16,3,5,138,280,0,0,4,4
ศรีสะเกษ,2567,F84,โรคออติสติก,Autism_Spectrum_Disorder,649,2045,45,143,7,10,602,1877,0,0,13,15
ศรีสะเกษ,2567,F90,โรคสมาธิสั้น,ADHD,2356,7200,170,465,53,96,2169,6584,0,0,42,55
ศรีสะเกษ,2567,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,2478,7439,184,488,60,109,2269,6781,0,0,48,61
ศรีสะเกษ,2567,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,28,186,0,0,0,0,28,180,0,0,3,6
ศรีสะเกษ,2567,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,828,1003,60,72,74,85,657,789,1,1,43,56
ศรีสะเกษ,2568,F00-F03,โรคสมองเสื่อม,Dementia,1456,4478,328,1106,16,50,1114,3310,0,0,10,12
ศรีสะเกษ,2568,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,3216,9339,547,1698,51,134,2623,7479,0,0,24,28
ศรีสะเกษ,2568,F10,เสพสุรา,Alcohol_Substance_Use,7060,18998,400,999,342,683,6204,16973,0,0,202,343
ศรีสะเกษ,2568,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,14090,43142,521,1345,590,1343,12691,39275,1,1,523,1178
ศรีสะเกษ,2568,F17,เสพบุหรี่,Tobacco_Substance_Use,1918,4495,100,250,75,169,1720,4017,1,1,35,58
ศรีสะเกษ,2568,F20,โรคจิตเภท,Schizophrenia,9776,46824,253,969,279,891,9223,44561,0,0,208,403
ศรีสะเกษ,2568,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,15393,66773,407,1494,494,1372,14366,63195,0,0,407,712
ศรีสะเกษ,2568,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,7619,25826,658,2104,439,1207,6446,22084,1,1,236,430
ศรีสะเกษ,2568,F31,ไบโพล่า,Bipolar_Disorder,474,1813,43,150,32,91,399,1522,0,0,20,50
ศรีสะเกษ,2568,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,7127,23902,614,1946,404,1113,6029,20462,1,1,217,380
ศรีสะเกษ,2568,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,16867,30149,1797,3692,830,1467,13951,24507,8,15,392,468
ศรีสะเกษ,2568,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,5497,9709,741,1411,200,305,4481,7845,0,0,128,148
ศรีสะเกษ,2568,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,348,1309,19,50,15,26,283,1186,0,0,36,47
ศรีสะเกษ,2568,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,823,2278,10,24,5,7,805,2235,0,0,12,12
ศรีสะเกษ,2568,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,1366,3953,63,200,3,5,1297,3736,0,0,12,12
ศรีสะเกษ,2568,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,277,472,5,7,1,1,268,461,0,0,3,3
ศรีสะเกษ,2568,F84,โรคออติสติก,Autism_Spectrum_Disorder,797,2574,47,161,2,4,749,2401,0,0,8,8
ศรีสะเกษ,2568,F90,โรคสมาธิสั้น,ADHD,2905,9388,187,608,3,4,2707,8754,0,0,17,22
ศรีสะเกษ,2568,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,3071,9736,203,637,11,19,2849,9057,0,0,18,23
ศรีสะเกษ,2568,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,38,171,0,0,0,0,37,169,0,0,2,2
ศรีสะเกษ,2568,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,769,888,59,70,75,87,612,703,1,1,26,27
ศรีสะเกษ,2569,F00-F03,โรคสมองเสื่อม,Dementia,1331,2726,327,692,9,19,977,1995,0,0,19,20
ศรีสะเกษ,2569,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,2679,5671,502,1068,33,72,2124,4499,1,1,29,31
ศรีสะเกษ,2569,F10,เสพสุรา,Alcohol_Substance_Use,6701,14541,377,766,247,451,6057,13262,0,0,55,62
ศรีสะเกษ,2569,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,13668,33269,502,1015,441,892,12714,31240,1,1,94,121
ศรีสะเกษ,2569,F17,เสพบุหรี่,Tobacco_Substance_Use,1841,3705,99,188,82,140,1662,3368,0,0,8,9
ศรีสะเกษ,2569,F20,โรคจิตเภท,Schizophrenia,8780,29393,220,644,166,443,8388,28183,0,0,85,123
ศรีสะเกษ,2569,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,13600,41514,376,1016,291,677,12921,39650,0,0,123,171
ศรีสะเกษ,2569,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,7045,17995,629,1486,360,819,6050,15562,1,1,92,127
ศรีสะเกษ,2569,F31,ไบโพล่า,Bipolar_Disorder,411,1032,49,104,23,44,341,867,0,0,7,17
ศรีสะเกษ,2569,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,6619,16909,582,1378,337,774,5691,14646,1,1,85,110
ศรีสะเกษ,2569,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,11333,18110,1286,2170,513,818,9381,14891,5,10,198,221
ศรีสะเกษ,2569,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,4790,7666,739,1208,151,211,3857,6177,0,0,59,70
ศรีสะเกษ,2569,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,271,897,17,38,3,13,241,827,0,0,15,19
ศรีสะเกษ,2569,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,706,1532,13,20,0,0,694,1512,0,0,0,0
ศรีสะเกษ,2569,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,1116,2570,58,118,2,4,1055,2438,1,2,7,8
ศรีสะเกษ,2569,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,186,297,11,13,0,0,173,282,0,0,2,2
ศรีสะเกษ,2569,F84,โรคออติสติก,Autism_Spectrum_Disorder,724,1819,42,97,2,4,680,1710,1,2,5,6
ศรีสะเกษ,2569,F90,โรคสมาธิสั้น,ADHD,2791,6727,202,383,3,6,2586,6328,0,0,8,10
ศรีสะเกษ,2569,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,2908,6946,214,403,5,10,2687,6520,0,0,11,13
ศรีสะเกษ,2569,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,20,86,0,0,0,0,20,86,0,0,0,0
ศรีสะเกษ,2569,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,456,528,23,30,36,38,383,445,0,0,15,15
อำนาจเจริญ,2565,F00-F03,โรคสมองเสื่อม,Dementia,225,627,39,101,2,2,185,523,0,0,1,1
อำนาจเจริญ,2565,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,443,1184,67,185,5,9,373,989,0,0,1,1
อำนาจเจริญ,2565,F10,เสพสุรา,Alcohol_Substance_Use,1131,3419,66,205,78,159,986,3040,0,0,11,15
อำนาจเจริญ,2565,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,2295,7112,80,233,152,369,2082,6477,0,0,22,33
